ID,date,meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category,season,month
77,2022-01-24,291.0,8,14.48743309,75.78931748,0,1,31.6535617,Intermediate,Grains,Winter,1
78,2022-01-24,291.0,8,14.89176593,75.78931748,0,One,31.6535617,Intermediate,Grains,Winter,1
79,2022-01-24,291.0,8,14.89176593,75.78931748,0,1,31.6535617,Intermediate,Grains,Winter,1
80,2022-01-25,373.5128491620112,19,-4.0005944125,54.49838057,1,0,36.25941978,Expert,Meat,Winter,1
81,2022-01-25,376.0,19,-4.0005944125,54.49838057,1,0,36.25941978,Expert,Meat,Winter,1
82,2022-01-25,373.5128491620112,19,-4.0005944125,54.49838057,1,0,36.25941978,Expert,Meat,Winter,1
83,2022-01-25,376.0,19,-4.0005944125,54.49838057,1,0,36.25941978,Expert,Meat,Winter,1
87,2022-01-26,260.0,10,29.72017455,75.55492398,2,0,21.41018043,Beginner,Vegetables,Winter,1
86,2022-01-26,260.0,10,30.16811189,75.55492398,2,0,21.41018043,Beginner,Vegetables,Winter,1
85,2022-01-26,260.0,10,30.16811189,75.55492398,2,0,21.41018043,Beginner,Vegetables,Winter,1
84,2022-01-26,260.0,10,29.72017455,75.55492398,2,0,21.41018043,Beginner,Vegetables,Winter,1
88,2022-01-27,413.0,6,14.41571947,84.21647066,3,0,38.23276453,Intermediate,Dairy,Winter,1
89,2022-01-27,413.0,6,14.34383688,84.21647066,3,0,38.23276453,Intermediate,Dairy,Winter,1
90,2022-01-27,413.0,6,14.34383688,84.21647066,3,0,38.23276453,Intermediate,Dairy,Winter,1
91,2022-01-27,413.0,6,14.41571947,84.21647066,3,0,38.23276453,Intermediate,Dairy,Winter,1
92,2022-01-28,121.0,19,29.27135271,43.96578883,4,0,34.99776882,Beginner,Dairy,Winter,1
93,2022-01-28,121.0,19,29.27135271,43.96578883,4,0,34.99776882,Beginner,Dairy,Winter,1
94,2022-01-28,121.0,19,29.07691577,43.96578883,4,0,34.99776882,Beginner,Dairy,Winter,1
95,2022-01-28,121.0,19,29.07691577,43.96578883,4,0,34.99776882,Beginner,Dairy,Winter,1
98,2022-01-29,352.0,12,33.68244721,78.44376182,5,0,10.3802899,Intermediate,Grains,Winter,1
99,2022-01-29,352.0,12,33.68244721,78.44376182,5,0,10.3802899,Intermediate,Grains,Winter,1
96,2022-01-29,352.0,12,33.67797183,78.44376182,5,0,10.3802899,Intermediate,Grains,Winter,1
97,2022-01-29,352.0,12,33.67797183,78.44376182,5,0,10.3802899,Intermediate,Wheat,Winter,1
100,2022-01-30,335.0,12,14.15943967,33.5456334,6,0,30.76892839,Intermediate,Meat,Winter,1
101,2022-01-30,335.0,12,14.15943967,33.5456334,6,0,30.76892839,Intermediate,Meat,Winter,1
102,2022-01-30,335.0,12,14.16106948,33.5456334,6,0,30.76892839,Intermediate,Meat,Winter,1
103,2022-01-30,335.0,12,14.16106948,33.5456334,6,0,30.76892839,Intermediate,Meat,Winter,1
104,2022-01-31,444.0,5,29.27460731,83.93084329,0,0,16.55345733,Intermediate,Meat,Winter,1
105,2022-01-31,444.0,5,28.79789439,83.93084329,0,0,16.55345733,Intermediate,Meat,Winter,1
106,2022-01-31,444.0,5,28.79789439,83.93084329,0,0,16.55345733,Intermediate,Meat,Winter,1
107,2022-01-31,444.0,5,29.27460731,83.93084329,0,0,16.55345733,Intermediate,Meat,Winter,1
110,2022-02-01,148.0,16,27.71430012,69.04611285,1,0,41.18430513,Beginner,Meat,Winter,2
108,2022-02-01,148.0,16,27.71430012,69.04611285,1,0,41.18430513,Beginner,Meat,Winter,2
109,2022-02-01,148.0,16,27.56975997,69.04611285,1,0,41.18430513,Beginner,Meat,Winter,2
111,2022-02-01,148.0,16,27.56975997,69.04611285,1,0,41.18430513,Beginner,Meat,Winter,2
115,2022-02-02,158.0,7,22.07921301,82.45360345,2,0,24.16719688,Intermediate,Vegetables,Winter,2
114,2022-02-02,158.0,7,22.07921301,82.45360345,2,0,24.16719688,Intermediate,Vegetables,Winter,2
113,2022-02-02,158.0,7,21.83934721,82.45360345,2,0,24.16719688,Intermediate,Vegetables,Winter,2
112,2022-02-02,158.0,7,21.83934721,82.45360345,2,0,24.16719688,Intermediate,Vegetables,Winter,2
116,2022-02-04,287.0,13,11.86736044,40.14486422,4,0,9.162519707,Beginner,Dairy,Winter,2
117,2022-02-04,287.0,13,11.86736044,40.14486422,4,0,9.162519707,Beginner,Dairy,Winter,2
118,2022-02-04,287.0,13,11.61159056,40.14486422,4,0,9.162519707,Beginner,Dairy,Winter,2
119,2022-02-04,287.0,13,11.61159056,40.14486422,4,0,9.162519707,Beginner,Dairy,Winter,2
120,2022-02-05,370.0,9,31.31036648,53.38556325,5,0,40.11565382,Intermediate,Grains,Winter,2
121,2022-02-05,370.0,9,31.14547634,53.38556325,5,0,40.11565382,Intermediate,Grains,Winter,2
122,2022-02-05,370.0,9,31.14547634,53.38556325,5,0,40.11565382,Intermediate,Grains,Winter,2
123,2022-02-05,370.0,9,31.31036648,53.38556325,5,0,40.11565382,Intermediate,Grains,Winter,2
124,2022-02-06,289.0,10,34.75370932,52.7701742,6,0,35.31657801,Beginner,Grains,Winter,2
125,2022-02-06,289.0,10,34.75370932,52.7701742,6,0,35.31657801,Beginner,Grains,Winter,2
126,2022-02-06,289.0,10,35.11676371,52.7701742,6,0,35.31657801,Beginner,Grains,Winter,2
127,2022-02-06,289.0,10,35.11676371,52.7701742,6,0,35.31657801,Beginner,Grains,Winter,2
131,2022-02-07,274.0,8,26.90130643,43.60382298,0,0,39.53744738,Intermediate,Dairy,Winter,2
130,2022-02-07,274.0,8,26.9268561,43.60382298,0,0,39.53744738,Intermediate,Dairy,Winter,2
128,2022-02-07,274.0,8,26.9268561,43.60382298,0,0,39.53744738,Intermediate,Dairy,Winter,2
129,2022-02-07,274.0,8,26.90130643,43.60382298,0,0,39.53744738,Intermediate,Dairy,Winter,2
132,2022-02-08,150.0,14,21.14895768,52.89671639,1,0,18.8388408,Beginner,Vegetables,Winter,2
133,2022-02-08,150.0,12,21.1773098,52.89671639,1,0,26.997533876241413,Beginner,Vegetables,Winter,2
134,2022-02-08,150.0,14,21.14895768,52.89671639,1,0,18.8388408,Beginner,Vegetables,Winter,2
135,2022-02-08,150.0,14,21.1773098,52.89671639,1,0,18.8388408,Beginner,Vegetables,Winter,2
136,2022-02-10,154.0,15,24.68077788,54.76566776,3,0,40.84288339,Beginner,Vegetables,Winter,2
137,2022-02-10,154.0,15,24.68077788,54.76566776,3,0,40.84288339,Beginner,Vegetables,Winter,2
138,2022-02-10,154.0,15,24.85989648,54.76566776,3,0,40.84288339,Beginner,Vegetables,Winter,2
139,2022-02-10,154.0,15,24.85989648,54.76566776,3,0,40.84288339,Beginner,Vegetables,Winter,2
143,2022-02-11,343.0,12,19.56984764,78.14125975,4,0,15.46435992,Intermediate,Meat,Winter,2
142,2022-02-11,343.0,12,19.56984764,78.14125975,4,0,15.46435992,Intermediate,Meat,Winter,2
141,2022-02-11,343.0,12,19.59030651,78.14125975,4,0,15.46435992,Intermediate,Meat,Winter,2
140,2022-02-11,343.0,12,19.59030651,78.14125975,4,0,15.46435992,Intermediate,Meat,Winter,2
144,2022-02-12,419.0,15,11.95236721,58.74420379,5,0,15.17149386,Intermediate,Dairy,Winter,2
145,2022-02-12,419.0,15,11.64065361,58.74420379,5,0,15.17149386,Intermediate,Dairy,Winter,2
146,2022-02-12,419.0,15,11.95236721,58.74420379,5,0,15.17149386,Intermediate,Dairy,Winter,2
147,2022-02-12,419.0,15,11.64065361,58.74420379,5,0,15.17149386,Intermediate,Dairy,Winter,2
148,2022-02-13,230.0,17,30.79673593,60.79125668701551,6,0,29.7972929,Beginner,Vegetables,Winter,2
149,2022-02-13,230.0,17,30.53782369,31.08000534,6,0,29.7972929,Intermediate,Vegetables,Winter,2
150,2022-02-13,230.0,17,30.53782369,31.08000534,6,0,29.7972929,Intermediate,Vegetables,Winter,2
151,2022-02-13,230.0,17,30.79673593,31.08000534,6,0,29.7972929,Intermediate,Vegetables,Winter,2
154,2022-02-14,406.0,10,19.29583823,55.28664249,0,0,28.56036108,Expert,Meat,Winter,2
155,2022-02-14,406.0,10,19.06163765,55.28664249,0,0,28.56036108,Expert,Meat,Winter,2
152,2022-02-14,406.0,10,19.06163765,55.28664249,0,0,28.56036108,Expert,Meat,Winter,2
153,2022-02-14,406.0,10,19.29583823,55.28664249,0,0,28.56036108,Expert,Meat,Winter,2
156,2022-02-15,234.0,9,30.12073213,31.63050097,1,0,17.70181117,Beginner,Dairy,Winter,2
157,2022-02-15,234.0,9,30.46964108,31.63050097,1,0,17.70181117,Beginner,Dairy,Winter,2
158,2022-02-15,234.0,9,30.46964108,31.63050097,1,0,17.70181117,Beginner,Dairy,Winter,2
159,2022-02-15,234.0,9,30.12073213,31.63050097,1,0,17.70181117,Beginner,Dairy,Winter,2
160,2022-02-16,120.0,13,16.51342332,87.97460464,2,0,18.41340427,Intermediate,Wheat,Winter,2
161,2022-02-16,120.0,13,16.31271874,87.97460464,2,0,18.41340427,Intermediate,Barley,Winter,2
162,2022-02-16,120.0,13,16.31271874,87.97460464,2,0,18.41340427,Intermediate,Grains,Winter,2
163,2022-02-16,120.0,13,16.51342332,87.97460464,2,0,18.41340427,Intermediate,Grains,Winter,2
167,2022-02-17,428.0,5,9.783393173,37.64723757,3,0,17.50303234,Intermediate,Meat,Winter,2
164,2022-02-17,428.0,5,10.025737,37.64723757,3,0,17.50303234,Intermediate,Dairy,Winter,2
165,2022-02-17,428.0,5,9.783393173,37.64723757,3,0,17.50303234,Intermediate,Dairy,Winter,2
166,2022-02-17,428.0,5,10.025737,37.64723757,3,0,17.50303234,Intermediate,Dairy,Winter,2
171,2022-02-18,266.0,9,14.39613291,72.46129958,4,0,39.71804279,Intermediate,Meat,Winter,2
170,2022-02-18,266.0,9,13.97345708,72.46129958,4,0,39.71804279,Intermediate,Meat,Winter,2
169,2022-02-18,266.0,9,13.97345708,72.46129958,4,0,39.71804279,Intermediate,Meat,Winter,2
168,2022-02-18,266.0,9,14.39613291,72.46129958,4,0,39.71804279,Intermediate,Meat,Winter,2
172,2022-02-19,373.0,10,21.34273311,88.36657937,5,0,34.33553895,Beginner,Meat,Winter,2
173,2022-02-19,373.0,10,21.34273311,88.36657937,5,0,34.33553895,Beginner,Dairy,Winter,2
174,2022-02-19,373.0,10,21.71348542,88.36657937,5,0,34.33553895,Beginner,Dairy,Winter,2
175,2022-02-19,373.0,10,21.71348542,88.36657937,5,0,34.33553895,Beginner,Dairy,Winter,2
176,2022-02-20,487.0,9,33.60759087,79.5623431,6,0,42.45877325,Expert,Meat,Winter,2
177,2022-02-20,487.0,9,33.60759087,79.5623431,6,0,42.45877325,Expert,Meat,Winter,2
178,2022-02-21,188.0,10,12.55484049,71.95892251,0,0,48.89628627,Intermediate,Meat,Winter,2
179,2022-02-21,188.0,10,12.55484049,71.95892251,0,0,48.89628627,Intermediate,Meat,Winter,2
180,2022-02-22,415.0,10,31.35524436,80.36765457,1,0,26.33739333,Beginner,Dairy,Winter,2
181,2022-02-22,415.0,10,31.35524436,80.36765457,1,0,26.33739333,Beginner,Dairy,Winter,2
182,2022-02-23,113.0,11,23.17560241,88.9079216,2,0,8.001224663,Intermediate,Meat,Winter,2
183,2022-02-23,113.0,11,23.17560241,88.9079216,2,0,8.001224663,Intermediate,Meat,Winter,2
185,2022-02-24,341.0,8,30.64801914,67.28066984,3,0,7.164153969,Intermediate,Meat,Winter,2
184,2022-02-24,341.0,8,30.64801914,67.28066984,3,0,7.164153969,Intermediate,Meat,Winter,2
186,2022-02-25,364.0,18,17.45936077,63.55108841,4,0,18.30492677,Intermediate,Vegetables,Winter,2
187,2022-02-25,364.0,18,17.45936077,63.55108841,4,0,18.30492677,Intermediate,Vegetables,Winter,2
188,2022-02-26,445.0,15,30.99867912,67.69428663,5,0,46.96450652,Expert,Meat,Winter,2
189,2022-02-26,445.0,15,30.99867912,67.69428663,5,0,46.96450652,Expert,Meat,Winter,2
190,2022-02-27,152.0,18,29.3205695,61.96055321,6,0,28.54458747,Beginner,Meat,Winter,2
191,2022-02-27,152.0,18,29.3205695,61.96055321,6,0,28.54458747,Beginner,Meat,Winter,2
192,2022-02-28,485.0,18,15.75134208,68.10534635,0,0,17.23039322,Beginner,Dairy,Winter,2
193,2022-02-28,485.0,18,15.75134208,68.10534635,0,0,17.23039322,Beginner,Dairy,Winter,2
194,2022-03-01,439.0,18,13.28337816,56.99053248,1,0,22.96250575,Intermediate,Meat,Spring,3
195,2022-03-01,439.0,18,13.28337816,56.99053248,1,0,22.96250575,Intermediate,Dairy,Spring,3
197,2022-03-02,191.0,19,31.70135806,43.10659097,2,0,31.93677983,Beginner,Grains,Spring,3
196,2022-03-02,191.0,19,31.70135806,43.10659097,2,0,31.93677983,Beginner,Grains,Spring,3
199,2022-03-03,466.0,12,34.08091634,37.21483359,3,0,34.38273462,Beginner,Vegetables,Spring,3
198,2022-03-03,466.0,12,34.08091634,37.21483359,3,0,34.38273462,Beginner,Vegetables,Spring,3
200,2022-03-04,363.0,11,10.78255784,34.10045613,4,0,11.92637794,Expert,Meat,Spring,3
201,2022-03-04,363.0,11,10.78255784,34.10045613,4,0,11.92637794,Expert,Meat,Spring,3
202,2022-03-06,305.0,11,32.73811277,32.76741386,6,0,29.51475021,Beginner,Meat,Spring,3
203,2022-03-06,305.0,11,32.73811277,32.76741386,6,0,29.51475021,Beginner,Meat,Spring,3
204,2022-03-07,180.0,7,31.4340023,64.0302468,0,0,11.1059743,Intermediate,Meat,Spring,3
205,2022-03-07,180.0,7,31.4340023,64.0302468,0,0,11.1059743,Intermediate,Meat,Spring,3
206,2022-03-08,149.0,7,34.11301181,47.02970682,1,0,45.2135864,Beginner,Vegetables,Spring,3
207,2022-03-08,149.0,7,34.11301181,47.02970682,1,0,45.2135864,Beginner,Vegetables,Spring,3
208,2022-03-09,459.0,19,29.00235196,79.47208849,2,0,8.358729399,Intermediate,Wheat,Spring,3
209,2022-03-09,459.0,19,29.00235196,79.47208849,2,0,8.358729399,Intermediate,Grains,Spring,3
211,2022-03-10,487.0,12,21.05746906,34.45445238,3,0,45.84809449,Expert,Grains,Spring,3
210,2022-03-10,487.0,12,21.05746906,34.45445238,3,0,45.84809449,Expert,Grains,Spring,3
212,2022-03-12,489.0,8,18.01856851,73.81476883,5,0,36.51943096,Expert,Meat,Spring,3
213,2022-03-12,489.0,8,18.01856851,73.81476883,5,0,36.51943096,Expert,Meat,Spring,3
214,2022-03-13,153.0,12,28.11056682,65.92849778,6,0,39.67012495,Beginner,Grains,Spring,3
215,2022-03-13,153.0,12,28.11056682,65.92849778,6,0,39.67012495,Beginner,Grains,Spring,3
216,2022-03-14,205.0,19,28.6459253,33.86947627,0,0,20.17862764,Pro,Grains,Spring,3
217,2022-03-14,205.0,19,28.6459253,33.86947627,0,0,20.17862764,Expert,Grains,Spring,3
218,2022-03-15,359.0,10,-4.0005944125,82.63436743,1,0,47.37095837,Intermediate,Meat,Spring,3
219,2022-03-15,359.0,10,-4.0005944125,82.63436743,1,0,47.37095837,Intermediate,Meat,Spring,3
220,2022-03-16,409.0,6,31.70307034,82.63570577,2,0,28.83712847,Beginner,Vegetables,Spring,3
221,2022-03-16,409.0,6,31.70307034,82.63570577,2,0,28.83712847,Beginner,Vegetables,Spring,3
222,2022-03-17,290.0,8,27.87310101,49.82448023,3,0,37.9574801,Beginner,Grains,Spring,3
223,2022-03-17,290.0,8,27.87310101,49.82448023,3,0,37.9574801,Beginner,Grains,Spring,3
225,2022-03-18,317.0,16,24.06875716,50.4243506,4,0,46.58484722,Beginner,Dairy,Spring,3
224,2022-03-18,317.0,16,24.06875716,50.4243506,4,0,46.58484722,Beginner,Dairy,Spring,3
227,2022-03-21,301.0,19,13.98114346,61.87899123,0,1,18.63578781,Expert,Vegetables,Spring,3
226,2022-03-21,301.0,19,13.98114346,61.87899123,0,1,18.63578781,Expert,Vegetables,Spring,3
228,2022-03-22,369.0,10,15.09253123,80.28913101,1,0,48.49463824,Intermediate,Meat,Spring,3
229,2022-03-22,369.0,10,15.09253123,80.28913101,1,0,48.49463824,Intermediate,Meat,Spring,3
230,2022-03-23,450.0,10,12.27911226,47.1174203,2,0,33.26537891,Intermediate,Dairy,Spring,3
231,2022-03-23,450.0,10,12.27911226,47.1174203,2,0,33.26537891,Intermediate,Dairy,Spring,3
232,2022-03-24,403.0,5,13.84145095,55.7509556,3,0,46.87891144,Intermediate,Vegetables,Spring,3
233,2022-03-24,373.5128491620112,5,13.84145095,55.7509556,3,0,46.87891144,Intermediate,Vegetables,Spring,3
234,2022-03-25,370.0,18,21.34234087,46.06660053,4,0,35.42472616,Intermediate,Meat,Spring,3
235,2022-03-25,370.0,18,21.34234087,46.06660053,4,0,35.42472616,Intermediate,Meat,Spring,3
236,2022-03-26,314.0,12,23.25885984,77.3496508,5,0,18.82575328,Expert,Dairy,Spring,3
237,2022-03-26,314.0,12,23.25885984,77.3496508,5,0,18.82575328,Expert,Dairy,Spring,3
238,2022-03-27,351.0,10,10.44654731,64.40096074,6,0,21.65110359,Beginner,Dairy,Spring,3
239,2022-03-27,351.0,10,10.44654731,64.40096074,6,0,21.65110359,Beginner,Dairy,Spring,3
240,2022-03-28,289.0,7,29.9199457,69.52950421,0,0,29.77122997,Intermediate,Meat,Spring,3
241,2022-03-28,289.0,7,29.9199457,69.52950421,0,0,29.77122997,Intermediate,Meat,Spring,3
243,2022-03-29,395.0,18,17.35419933,45.13843499,1,0,40.55066787,Intermediate,Grains,Spring,3
242,2022-03-29,395.0,18,17.35419933,45.13843499,1,0,40.55066787,Intermediate,Grains,Spring,3
244,2022-03-30,312.0,13,32.79590087,43.21351808,2,0,19.30921481,Intermediate,Meat,Spring,3
245,2022-03-30,312.0,13,32.79590087,43.21351808,2,0,19.30921481,Intermediate,Meat,Spring,3
246,2022-03-31,307.0,6,34.18778159,59.30247774,3,0,31.08790248,Beginner,Meat,Spring,3
247,2022-03-31,307.0,6,34.18778159,59.30247774,3,0,31.08790248,Beginner,Meat,Spring,3
248,2022-04-01,336.0,19,14.63647187,74.25394495,4,0,20.55312471,Expert,Grains,Spring,4
249,2022-04-01,336.0,19,14.63647187,74.25394495,4,0,20.55312471,Expert,Grains,Spring,4
250,2022-04-02,437.0,15,21.55243227,61.51438545,5,1,41.70962321,Beginner,Grains,Spring,4
251,2022-04-02,437.0,15,21.55243227,61.51438545,5,1,41.70962321,Beginner,Grains,Spring,4
252,2022-04-03,466.0,12,10.03079588,31.95874065,6,0,26.00276422,Intermediate,Grains,Spring,4
253,2022-04-03,466.0,12,10.03079588,31.95874065,6,0,26.00276422,Intermediate,Grains,Spring,4
254,2022-04-04,152.0,14,-4.0005944125,82.11309038,0,0,8.452527208,Intermediate,Grains,Spring,4
255,2022-04-04,152.0,14,-4.0005944125,82.11309038,0,0,8.452527208,Intermediate,Grains,Spring,4
257,2022-04-05,379.0,7,25.18266121,33.88121361,1,One,12.47236347,Beginner,Grains,Spring,4
256,2022-04-05,379.0,7,25.18266121,33.88121361,1,1,12.47236347,Beginner,Grains,Spring,4
258,2022-04-06,316.0,17,16.18849889,87.34946902,2,0,7.749710043,Beginner,Meat,Spring,4
259,2022-04-06,316.0,17,16.18849889,87.34946902,2,0,7.749710043,Beginner,Meat,Spring,4
260,2022-04-08,287.0,9,15.63850356,71.66702737,4,0,9.785178381,Beginner,Meat,Spring,4
